phase,subject,subjectTitle,unit,topic,title,status,editorialStatus,questions,reviewedAt,url
"4","political-science-and-government","Political Science & Government","foundations","presidency","Presidency","READY","READY_TO_PUBLISH","5","2026-08-22",""
"4","political-science-and-government","Political Science & Government","foundations","bureaucracy","Bureaucracy","READY","READY_TO_PUBLISH","5","2026-08-22",""
"4","political-science-and-government","Political Science & Government","foundations","courts","Courts","READY","READY_TO_PUBLISH","5","2026-08-22",""
"4","political-science-and-government","Political Science & Government","foundations","judicial-review","Judicial Review","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","civil-liberties","Civil Liberties","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","civil-rights","Civil Rights","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","political-parties","Political Parties","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","elections","Elections","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","voting","Voting","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","campaigns","Campaigns","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","interest-groups","Interest Groups","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","public-opinion","Public Opinion","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","media-and-politics","Media and Politics","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","public-policy","Public Policy","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","state-and-local-government","State and Local Government","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","comparative-politics","Comparative Politics","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","international-relations","International Relations","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","diplomacy","Diplomacy","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","international-organizations","International Organizations","NOT_STARTED","","","",""
"4","political-science-and-government","Political Science & Government","foundations","use-current-primary-government-sources-for-legal-institutional-details","Use current primary government sources for legal/institutional details.","NOT_STARTED","","","",""
"4","history","History","foundations","history-should-be-divided-into-multiple-courses-rather-than-one-giant-subject","History should be divided into multiple courses rather than one giant subject.","PRUNED","","","",""
"4","history","History","foundations","historical-thinking","Historical Thinking","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","what-historians-do","What Historians Do","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","primary-sources","Primary Sources","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","secondary-sources","Secondary Sources","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","bias-and-perspective","Bias and Perspective","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","historical-context","Historical Context","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","evidence-and-interpretation","Evidence and Interpretation","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","causation","Causation","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","continuity-and-change","Continuity and Change","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","world-history-foundations","World History Foundations","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","early-human-societies","Early Human Societies","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","mesopotamia","Mesopotamia","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","ancient-egypt","Ancient Egypt","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","ancient-india","Ancient India","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","ancient-china","Ancient China","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","classical-greece","Classical Greece","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","roman-world","Roman World","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","major-world-religions","Major World Religions","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","medieval-societies","Medieval Societies","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","islamic-civilizations","Islamic Civilizations","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","african-kingdoms","African Kingdoms","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","asian-empires","Asian Empires","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","renaissance","Renaissance","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","reformation","Reformation","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","history","History","foundations","exploration","Exploration","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","atlantic-world","Atlantic World","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","enlightenment","Enlightenment","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","revolutions","Revolutions","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","industrial-revolution","Industrial Revolution","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","imperialism","Imperialism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","world-war-i","World War I","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","world-war-ii","World War II","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","cold-war","Cold War","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","decolonization","Decolonization","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","globalization","Globalization","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","u-s-history-foundations","U.S. History Foundations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","indigenous-north-america","Indigenous North America","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","colonial-america","Colonial America","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","american-revolution","American Revolution","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","constitution","Constitution","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","early-republic","Early Republic","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","expansion","Expansion","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","slavery","Slavery","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","civil-war","Civil War","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","reconstruction","Reconstruction","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","industrialization","Industrialization","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","progressive-era","Progressive Era","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","world-war-i","World War I","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","history","History","foundations","great-depression","Great Depression","READY","READY_TO_PUBLISH","5","2026-08-20",""
"4","human-geography","Human Geography","foundations","what-is-human-geography","What Is Human Geography?","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","maps-and-spatial-thinking","Maps and Spatial Thinking","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","population","Population","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","population-distribution","Population Distribution","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","demographic-transition","Demographic Transition","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","migration","Migration","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","push-and-pull-factors","Push and Pull Factors","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","refugees-and-displacement","Refugees and Displacement","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","culture","Culture","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","language","Language","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","religion","Religion","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","ethnicity","Ethnicity","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","political-geography","Political Geography","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","states-and-nations","States and Nations","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","borders","Borders","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","geopolitics","Geopolitics","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","agriculture","Agriculture","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","food-systems","Food Systems","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","urbanization","Urbanization","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","cities","Cities","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","economic-development","Economic Development","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","globalization","Globalization","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","industry","Industry","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","transportation","Transportation","READY","READY_TO_PUBLISH","5","2026-08-19",""
"4","human-geography","Human Geography","foundations","environment-and-society","Environment and Society","READY","READY_TO_PUBLISH","5","2026-08-19",""
